Date,Series ID,WPI Value,Location,Sector,Industry
2019-09-01,A2602909T,131.2,Australia,Private,"Professional, scientific and technical services"
2019-12-01,A2602909T,131.8,Australia,Private,"Professional, scientific and technical services"
2020-03-01,A2602909T,132.3,Australia,Private,"Professional, scientific and technical services"
2020-06-01,A2602909T,131.6,Australia,Private,"Professional, scientific and technical services"
2020-09-01,A2602909T,132.1,Australia,Private,"Professional, scientific and technical services"
2020-12-01,A2602909T,133.8,Australia,Private,"Professional, scientific and technical services"
2021-03-01,A2602909T,134.4,Australia,Private,"Professional, scientific and technical services"
2021-06-01,A2602909T,135.0,Australia,Private,"Professional, scientific and technical services"
2021-09-01,A2602909T,136.7,Australia,Private,"Professional, scientific and technical services"
2021-12-01,A2602909T,137.2,Australia,Private,"Professional, scientific and technical services"
2022-03-01,A2602909T,138.0,Australia,Private,"Professional, scientific and technical services"
2022-06-01,A2602909T,139.0,Australia,Private,"Professional, scientific and technical services"
2022-09-01,A2602909T,141.3,Australia,Private,"Professional, scientific and technical services"
2022-12-01,A2602909T,142.2,Australia,Private,"Professional, scientific and technical services"
2023-03-01,A2602909T,143.5,Australia,Private,"Professional, scientific and technical services"
1997-09-01,A2602969V,68.4,Australia,Private,Administrative and support services
1997-12-01,A2602969V,68.8,Australia,Private,Administrative and support services
1998-03-01,A2602969V,69.1,Australia,Private,Administrative and support services
1998-06-01,A2602969V,69.2,Australia,Private,Administrative and support services
1998-09-01,A2602969V,70.3,Australia,Private,Administrative and support services
1998-12-01,A2602969V,70.5,Australia,Private,Administrative and support services
1999-03-01,A2602969V,70.7,Australia,Private,Administrative and support services
1999-06-01,A2602969V,71.5,Australia,Private,Administrative and support services
1999-09-01,A2602969V,72.1,Australia,Private,Administrative and support services
1999-12-01,A2602969V,72.4,Australia,Private,Administrative and support services
2000-03-01,A2602969V,72.8,Australia,Private,Administrative and support services
2000-06-01,A2602969V,72.9,Australia,Private,Administrative and support services
2000-09-01,A2602969V,74.7,Australia,Private,Administrative and support services
2000-12-01,A2602969V,75.2,Australia,Private,Administrative and support services
2001-03-01,A2602969V,75.8,Australia,Private,Administrative and support services
2001-06-01,A2602969V,76.1,Australia,Private,Administrative and support services
2001-09-01,A2602969V,77.1,Australia,Private,Administrative and support services
2001-12-01,A2602969V,77.3,Australia,Private,Administrative and support services
2002-03-01,A2602969V,77.6,Australia,Private,Administrative and support services
2002-06-01,A2602969V,78.7,Australia,Private,Administrative and support services
2002-09-01,A2602969V,79.6,Australia,Private,Administrative and support services
2002-12-01,A2602969V,80.1,Australia,Private,Administrative and support services
2003-03-01,A2602969V,80.8,Australia,Private,Administrative and support services
2003-06-01,A2602969V,81.6,Australia,Private,Administrative and support services
2003-09-01,A2602969V,83.1,Australia,Private,Administrative and support services
2003-12-01,A2602969V,83.9,Australia,Private,Administrative and support services
2004-03-01,A2602969V,84.2,Australia,Private,Administrative and support services
2004-06-01,A2602969V,84.6,Australia,Private,Administrative and support services
2004-09-01,A2602969V,85.7,Australia,Private,Administrative and support services
2004-12-01,A2602969V,86.4,Australia,Private,Administrative and support services
2005-03-01,A2602969V,86.7,Australia,Private,Administrative and support services
2005-06-01,A2602969V,87.2,Australia,Private,Administrative and support services
2005-09-01,A2602969V,88.3,Australia,Private,Administrative and support services
2005-12-01,A2602969V,88.5,Australia,Private,Administrative and support services
2006-03-01,A2602969V,89.1,Australia,Private,Administrative and support services
2006-06-01,A2602969V,90.0,Australia,Private,Administrative and support services
2006-09-01,A2602969V,90.5,Australia,Private,Administrative and support services
2006-12-01,A2602969V,91.1,Australia,Private,Administrative and support services
2007-03-01,A2602969V,92.2,Australia,Private,Administrative and support services
2007-06-01,A2602969V,93.2,Australia,Private,Administrative and support services
2007-09-01,A2602969V,94.5,Australia,Private,Administrative and support services
2007-12-01,A2602969V,95.1,Australia,Private,Administrative and support services
2008-03-01,A2602969V,96.5,Australia,Private,Administrative and support services
2008-06-01,A2602969V,97.8,Australia,Private,Administrative and support services
2008-09-01,A2602969V,99.0,Australia,Private,Administrative and support services
2008-12-01,A2602969V,99.9,Australia,Private,Administrative and support services
2009-03-01,A2602969V,100.5,Australia,Private,Administrative and support services
2009-06-01,A2602969V,100.6,Australia,Private,Administrative and support services
2009-09-01,A2602969V,101.5,Australia,Private,Administrative and support services
2009-12-01,A2602969V,101.7,Australia,Private,Administrative and support services
2010-03-01,A2602969V,102.4,Australia,Private,Administrative and support services
2010-06-01,A2602969V,103.1,Australia,Private,Administrative and support services
2010-09-01,A2602969V,104.9,Australia,Private,Administrative and support services
2010-12-01,A2602969V,105.8,Australia,Private,Administrative and support services
2011-03-01,A2602969V,106.2,Australia,Private,Administrative and support services
2011-06-01,A2602969V,106.8,Australia,Private,Administrative and support services
2011-09-01,A2602969V,108.3,Australia,Private,Administrative and support services
2011-12-01,A2602969V,109.0,Australia,Private,Administrative and support services
2012-03-01,A2602969V,109.7,Australia,Private,Administrative and support services
2012-06-01,A2602969V,110.6,Australia,Private,Administrative and support services
2012-09-01,A2602969V,112.1,Australia,Private,Administrative and support services
2012-12-01,A2602969V,112.8,Australia,Private,Administrative and support services
2013-03-01,A2602969V,113.4,Australia,Private,Administrative and support services
2013-06-01,A2602969V,113.6,Australia,Private,Administrative and support services
2013-09-01,A2602969V,115.1,Australia,Private,Administrative and support services
2013-12-01,A2602969V,115.5,Australia,Private,Administrative and support services
2014-03-01,A2602969V,115.9,Australia,Private,Administrative and support services
2014-06-01,A2602969V,116.2,Australia,Private,Administrative and support services
2014-09-01,A2602969V,117.5,Australia,Private,Administrative and support services
2014-12-01,A2602969V,117.8,Australia,Private,Administrative and support services
2015-03-01,A2602969V,117.9,Australia,Private,Administrative and support services
2015-06-01,A2602969V,118.3,Australia,Private,Administrative and support services
2015-09-01,A2602969V,119.3,Australia,Private,Administrative and support services
2015-12-01,A2602969V,119.4,Australia,Private,Administrative and support services
2016-03-01,A2602969V,119.4,Australia,Private,Administrative and support services
2016-06-01,A2602969V,119.9,Australia,Private,Administrative and support services
2016-09-01,A2602969V,120.7,Australia,Private,Administrative and support services
2016-12-01,A2602969V,120.9,Australia,Private,Administrative and support services
2017-03-01,A2602969V,121.1,Australia,Private,Administrative and support services
2017-06-01,A2602969V,121.5,Australia,Private,Administrative and support services
2017-09-01,A2602969V,122.7,Australia,Private,Administrative and support services
2017-12-01,A2602969V,123.1,Australia,Private,Administrative and support services
2018-03-01,A2602969V,123.4,Australia,Private,Administrative and support services
2018-06-01,A2602969V,123.8,Australia,Private,Administrative and support services
2018-09-01,A2602969V,125.1,Australia,Private,Administrative and support services
2018-12-01,A2602969V,125.8,Australia,Private,Administrative and support services
2019-03-01,A2602969V,126.0,Australia,Private,Administrative and support services
2019-06-01,A2602969V,126.3,Australia,Private,Administrative and support services
2019-09-01,A2602969V,127.8,Australia,Private,Administrative and support services
2019-12-01,A2602969V,128.3,Australia,Private,Administrative and support services
2020-03-01,A2602969V,128.5,Australia,Private,Administrative and support services
2020-06-01,A2602969V,128.7,Australia,Private,Administrative and support services
2020-09-01,A2602969V,128.4,Australia,Private,Administrative and support services
2020-12-01,A2602969V,129.4,Australia,Private,Administrative and support services
2021-03-01,A2602969V,129.7,Australia,Private,Administrative and support services
2021-06-01,A2602969V,130.0,Australia,Private,Administrative and support services
2021-09-01,A2602969V,131.3,Australia,Private,Administrative and support services
2021-12-01,A2602969V,132.0,Australia,Private,Administrative and support services
2022-03-01,A2602969V,133.0,Australia,Private,Administrative and support services
2022-06-01,A2602969V,133.4,Australia,Private,Administrative and support services
2022-09-01,A2602969V,136.2,Australia,Private,Administrative and support services
2022-12-01,A2602969V,136.6,Australia,Private,Administrative and support services
2023-03-01,A2602969V,138.0,Australia,Private,Administrative and support services
1997-09-01,A2602979X,69.0,Australia,Private,Public administration and safety
1997-12-01,A2602979X,69.1,Australia,Private,Public administration and safety
1998-03-01,A2602979X,69.4,Australia,Private,Public administration and safety
1998-06-01,A2602979X,69.4,Australia,Private,Public administration and safety
1998-09-01,A2602979X,71.1,Australia,Private,Public administration and safety
1998-12-01,A2602979X,71.3,Australia,Private,Public administration and safety
1999-03-01,A2602979X,71.5,Australia,Private,Public administration and safety
1999-06-01,A2602979X,72.3,Australia,Private,Public administration and safety
1999-09-01,A2602979X,72.6,Australia,Private,Public administration and safety
1999-12-01,A2602979X,72.8,Australia,Private,Public administration and safety
2000-03-01,A2602979X,72.9,Australia,Private,Public administration and safety
2000-06-01,A2602979X,72.9,Australia,Private,Public administration and safety
2000-09-01,A2602979X,74.6,Australia,Private,Public administration and safety
2000-12-01,A2602979X,75.3,Australia,Private,Public administration and safety
2001-03-01,A2602979X,75.5,Australia,Private,Public administration and safety
2001-06-01,A2602979X,75.8,Australia,Private,Public administration and safety
2001-09-01,A2602979X,76.9,Australia,Private,Public administration and safety
2001-12-01,A2602979X,77.2,Australia,Private,Public administration and safety
2002-03-01,A2602979X,77.4,Australia,Private,Public administration and safety
2002-06-01,A2602979X,78.2,Australia,Private,Public administration and safety
2002-09-01,A2602979X,79.6,Australia,Private,Public administration and safety
2002-12-01,A2602979X,80.0,Australia,Private,Public administration and safety
2003-03-01,A2602979X,80.1,Australia,Private,Public administration and safety
2003-06-01,A2602979X,80.7,Australia,Private,Public administration and safety
2003-09-01,A2602979X,82.7,Australia,Private,Public administration and safety
2003-12-01,A2602979X,82.8,Australia,Private,Public administration and safety
2004-03-01,A2602979X,82.9,Australia,Private,Public administration and safety
2004-06-01,A2602979X,83.7,Australia,Private,Public administration and safety
2004-09-01,A2602979X,85.7,Australia,Private,Public administration and safety
2004-12-01,A2602979X,86.2,Australia,Private,Public administration and safety
2005-03-01,A2602979X,86.2,Australia,Private,Public administration and safety
2005-06-01,A2602979X,86.6,Australia,Private,Public administration and safety
2005-09-01,A2602979X,88.8,Australia,Private,Public administration and safety
2005-12-01,A2602979X,89.3,Australia,Private,Public administration and safety
2006-03-01,A2602979X,90.0,Australia,Private,Public administration and safety
2006-06-01,A2602979X,90.9,Australia,Private,Public administration and safety
2006-09-01,A2602979X,91.8,Australia,Private,Public administration and safety
2006-12-01,A2602979X,92.0,Australia,Private,Public administration and safety
2007-03-01,A2602979X,94.1,Australia,Private,Public administration and safety
2007-06-01,A2602979X,94.4,Australia,Private,Public administration and safety
2007-09-01,A2602979X,96.3,Australia,Private,Public administration and safety
2007-12-01,A2602979X,97.2,Australia,Private,Public administration and safety
2008-03-01,A2602979X,97.7,Australia,Private,Public administration and safety
2008-06-01,A2602979X,97.9,Australia,Private,Public administration and safety
2008-09-01,A2602979X,98.6,Australia,Private,Public administration and safety
2008-12-01,A2602979X,99.9,Australia,Private,Public administration and safety
2009-03-01,A2602979X,100.5,Australia,Private,Public administration and safety
2009-06-01,A2602979X,100.9,Australia,Private,Public administration and safety
2009-09-01,A2602979X,101.7,Australia,Private,Public administration and safety
2009-12-01,A2602979X,102.5,Australia,Private,Public administration and safety
2010-03-01,A2602979X,103.0,Australia,Private,Public administration and safety
2010-06-01,A2602979X,103.0,Australia,Private,Public administration and safety
2010-09-01,A2602979X,105.4,Australia,Private,Public administration and safety
2010-12-01,A2602979X,106.1,Australia,Private,Public administration and safety
2011-03-01,A2602979X,106.6,Australia,Private,Public administration and safety
2011-06-01,A2602979X,106.7,Australia,Private,Public administration and safety
2011-09-01,A2602979X,108.9,Australia,Private,Public administration and safety
2011-12-01,A2602979X,109.7,Australia,Private,Public administration and safety
2012-03-01,A2602979X,109.8,Australia,Private,Public administration and safety
2012-06-01,A2602979X,110.2,Australia,Private,Public administration and safety
2012-09-01,A2602979X,113.0,Australia,Private,Public administration and safety
2012-12-01,A2602979X,113.4,Australia,Private,Public administration and safety
2013-03-01,A2602979X,113.7,Australia,Private,Public administration and safety
2013-06-01,A2602979X,114.1,Australia,Private,Public administration and safety
2013-09-01,A2602979X,116.4,Australia,Private,Public administration and safety
2013-12-01,A2602979X,116.6,Australia,Private,Public administration and safety
2014-03-01,A2602979X,116.9,Australia,Private,Public administration and safety
2014-06-01,A2602979X,117.3,Australia,Private,Public administration and safety
2014-09-01,A2602979X,119.4,Australia,Private,Public administration and safety
2014-12-01,A2602979X,119.5,Australia,Private,Public administration and safety
2015-03-01,A2602979X,119.9,Australia,Private,Public administration and safety
2015-06-01,A2602979X,120.3,Australia,Private,Public administration and safety
2015-09-01,A2602979X,121.7,Australia,Private,Public administration and safety
2015-12-01,A2602979X,121.8,Australia,Private,Public administration and safety
2016-03-01,A2602979X,122.2,Australia,Private,Public administration and safety
2016-06-01,A2602979X,122.5,Australia,Private,Public administration and safety
2016-09-01,A2602979X,123.5,Australia,Private,Public administration and safety
2016-12-01,A2602979X,124.2,Australia,Private,Public administration and safety
2017-03-01,A2602979X,124.8,Australia,Private,Public administration and safety
2017-06-01,A2602979X,124.8,Australia,Private,Public administration and safety
2017-09-01,A2602979X,126.7,Australia,Private,Public administration and safety
2017-12-01,A2602979X,126.9,Australia,Private,Public administration and safety
2018-03-01,A2602979X,127.0,Australia,Private,Public administration and safety
2018-06-01,A2602979X,127.2,Australia,Private,Public administration and safety
2018-09-01,A2602979X,128.9,Australia,Private,Public administration and safety
2018-12-01,A2602979X,129.3,Australia,Private,Public administration and safety
2019-03-01,A2602979X,129.5,Australia,Private,Public administration and safety
2019-06-01,A2602979X,129.6,Australia,Private,Public administration and safety
2019-09-01,A2602979X,131.8,Australia,Private,Public administration and safety
2019-12-01,A2602979X,132.3,Australia,Private,Public administration and safety
2020-03-01,A2602979X,132.7,Australia,Private,Public administration and safety
2020-06-01,A2602979X,132.6,Australia,Private,Public administration and safety
2020-09-01,A2602979X,133.3,Australia,Private,Public administration and safety
2020-12-01,A2602979X,134.1,Australia,Private,Public administration and safety
2021-03-01,A2602979X,135.2,Australia,Private,Public administration and safety
2021-06-01,A2602979X,135.2,Australia,Private,Public administration and safety
2021-09-01,A2602979X,137.4,Australia,Private,Public administration and safety
2021-12-01,A2602979X,137.6,Australia,Private,Public administration and safety
2022-03-01,A2602979X,138.1,Australia,Private,Public administration and safety
2022-06-01,A2602979X,138.7,Australia,Private,Public administration and safety
2022-09-01,A2602979X,142.1,Australia,Private,Public administration and safety
2022-12-01,A2602979X,142.6,Australia,Private,Public administration and safety
2023-03-01,A2602979X,143.8,Australia,Private,Public administration and safety
1997-09-01,A2602879R,64.9,Australia,Private,Education and training
1997-12-01,A2602879R,65.2,Australia,Private,Education and training
1998-03-01,A2602879R,65.6,Australia,Private,Education and training
1998-06-01,A2602879R,65.8,Australia,Private,Education and training
1998-09-01,A2602879R,66.8,Australia,Private,Education and training
1998-12-01,A2602879R,66.9,Australia,Private,Education and training
1999-03-01,A2602879R,67.7,Australia,Private,Education and training
1999-06-01,A2602879R,68.1,Australia,Private,Education and training
1999-09-01,A2602879R,68.6,Australia,Private,Education and training
1999-12-01,A2602879R,68.9,Australia,Private,Education and training
2000-03-01,A2602879R,69.7,Australia,Private,Education and training
2000-06-01,A2602879R,70.9,Australia,Private,Education and training
2000-09-01,A2602879R,71.5,Australia,Private,Education and training
2000-12-01,A2602879R,71.7,Australia,Private,Education and training
2001-03-01,A2602879R,72.4,Australia,Private,Education and training
2001-06-01,A2602879R,73.1,Australia,Private,Education and training
2001-09-01,A2602879R,74.0,Australia,Private,Education and training
2001-12-01,A2602879R,74.3,Australia,Private,Education and training
2002-03-01,A2602879R,74.8,Australia,Private,Education and training
2002-06-01,A2602879R,75.5,Australia,Private,Education and training
2002-09-01,A2602879R,76.5,Australia,Private,Education and training
2002-12-01,A2602879R,76.8,Australia,Private,Education and training
2003-03-01,A2602879R,78.3,Australia,Private,Education and training
2003-06-01,A2602879R,78.7,Australia,Private,Education and training
2003-09-01,A2602879R,79.1,Australia,Private,Education and training
2003-12-01,A2602879R,79.3,Australia,Private,Education and training
2004-03-01,A2602879R,81.1,Australia,Private,Education and training
2004-06-01,A2602879R,81.7,Australia,Private,Education and training
2004-09-01,A2602879R,82.6,Australia,Private,Education and training
2004-12-01,A2602879R,83.3,Australia,Private,Education and training
2005-03-01,A2602879R,85.4,Australia,Private,Education and training
2005-06-01,A2602879R,85.9,Australia,Private,Education and training
2005-09-01,A2602879R,86.6,Australia,Private,Education and training
2005-12-01,A2602879R,87.0,Australia,Private,Education and training
2006-03-01,A2602879R,88.9,Australia,Private,Education and training
2006-06-01,A2602879R,89.2,Australia,Private,Education and training
2006-09-01,A2602879R,89.7,Australia,Private,Education and training
2006-12-01,A2602879R,90.3,Australia,Private,Education and training
2007-03-01,A2602879R,92.0,Australia,Private,Education and training
2007-06-01,A2602879R,92.9,Australia,Private,Education and training
2007-09-01,A2602879R,93.6,Australia,Private,Education and training
2007-12-01,A2602879R,94.1,Australia,Private,Education and training
2008-03-01,A2602879R,96.5,Australia,Private,Education and training
2008-06-01,A2602879R,97.1,Australia,Private,Education and training
2008-09-01,A2602879R,97.8,Australia,Private,Education and training
2008-12-01,A2602879R,98.8,Australia,Private,Education and training
2009-03-01,A2602879R,101.3,Australia,Private,Education and training
2009-06-01,A2602879R,102.0,Australia,Private,Education and training
2009-09-01,A2602879R,102.6,Australia,Private,Education and training
2009-12-01,A2602879R,102.8,Australia,Private,Education and training
2010-03-01,A2602879R,105.3,Australia,Private,Education and training
2010-06-01,A2602879R,105.7,Australia,Private,Education and training
2010-09-01,A2602879R,106.6,Australia,Private,Education and training
2010-12-01,A2602879R,107.1,Australia,Private,Education and training
2011-03-01,A2602879R,109.0,Australia,Private,Education and training
2011-06-01,A2602879R,109.7,Australia,Private,Education and training
2011-09-01,A2602879R,110.8,Australia,Private,Education and training
2011-12-01,A2602879R,111.0,Australia,Private,Education and training
2012-03-01,A2602879R,113.0,Australia,Private,Education and training
2012-06-01,A2602879R,113.5,Australia,Private,Education and training
2012-09-01,A2602879R,114.1,Australia,Private,Education and training
2012-12-01,A2602879R,114.4,Australia,Private,Education and training
2013-03-01,A2602879R,115.8,Australia,Private,Education and training
2013-06-01,A2602879R,116.5,Australia,Private,Education and training
2013-09-01,A2602879R,117.7,Australia,Private,Education and training
2013-12-01,A2602879R,118.1,Australia,Private,Education and training
2014-03-01,A2602879R,119.9,Australia,Private,Education and training
2014-06-01,A2602879R,120.5,Australia,Private,Education and training
2014-09-01,A2602879R,121.6,Australia,Private,Education and training
2014-12-01,A2602879R,122.0,Australia,Private,Education and training
2015-03-01,A2602879R,122.9,Australia,Private,Education and training
2015-06-01,A2602879R,123.2,Australia,Private,Education and training
2015-09-01,A2602879R,124.2,Australia,Private,Education and training
2015-12-01,A2602879R,124.5,Australia,Private,Education and training
2016-03-01,A2602879R,125.8,Australia,Private,Education and training
2016-06-01,A2602879R,126.0,Australia,Private,Education and training
2016-09-01,A2602879R,126.8,Australia,Private,Education and training
2016-12-01,A2602879R,127.5,Australia,Private,Education and training
2017-03-01,A2602879R,128.3,Australia,Private,Education and training
2017-06-01,A2602879R,128.6,Australia,Private,Education and training
2017-09-01,A2602879R,129.6,Australia,Private,Education and training
2017-12-01,A2602879R,130.3,Australia,Private,Education and training
2018-03-01,A2602879R,131.5,Australia,Private,Education and training
2018-06-01,A2602879R,132.2,Australia,Private,Education and training
2018-09-01,A2602879R,133.5,Australia,Private,Education and training
2018-12-01,A2602879R,134.1,Australia,Private,Education and training
2019-03-01,A2602879R,135.2,Australia,Private,Education and training
2019-06-01,A2602879R,135.8,Australia,Private,Education and training
2019-09-01,A2602879R,136.5,Australia,Private,Education and training
2019-12-01,A2602879R,137.1,Australia,Private,Education and training
2020-03-01,A2602879R,138.1,Australia,Private,Education and training
2020-06-01,A2602879R,138.6,Australia,Private,Education and training
2020-09-01,A2602879R,140.2,Australia,Private,Education and training
2020-12-01,A2602879R,140.8,Australia,Private,Education and training
2021-03-01,A2602879R,142.2,Australia,Private,Education and training
2021-06-01,A2602879R,142.6,Australia,Private,Education and training
2021-09-01,A2602879R,143.7,Australia,Private,Education and training
2021-12-01,A2602879R,143.9,Australia,Private,Education and training
2022-03-01,A2602879R,145.1,Australia,Private,Education and training
2022-06-01,A2602879R,145.8,Australia,Private,Education and training
2022-09-01,A2602879R,146.8,Australia,Private,Education and training
2022-12-01,A2602879R,147.6,Australia,Private,Education and training
2023-03-01,A2602879R,149.6,Australia,Private,Education and training
1997-09-01,A2602929A,67.9,Australia,Private,Health care and social assistance
1997-12-01,A2602929A,68.3,Australia,Private,Health care and social assistance
1998-03-01,A2602929A,68.6,Australia,Private,Health care and social assistance
1998-06-01,A2602929A,68.7,Australia,Private,Health care and social assistance
1998-09-01,A2602929A,69.6,Australia,Private,Health care and social assistance
1998-12-01,A2602929A,70.3,Australia,Private,Health care and social assistance
1999-03-01,A2602929A,70.8,Australia,Private,Health care and social assistance
1999-06-01,A2602929A,71.1,Australia,Private,Health care and social assistance
1999-09-01,A2602929A,71.7,Australia,Private,Health care and social assistance
1999-12-01,A2602929A,72.0,Australia,Private,Health care and social assistance
2000-03-01,A2602929A,72.2,Australia,Private,Health care and social assistance
2000-06-01,A2602929A,72.5,Australia,Private,Health care and social assistance
2000-09-01,A2602929A,73.3,Australia,Private,Health care and social assistance
2000-12-01,A2602929A,73.8,Australia,Private,Health care and social assistance
2001-03-01,A2602929A,74.1,Australia,Private,Health care and social assistance
2001-06-01,A2602929A,74.4,Australia,Private,Health care and social assistance
2001-09-01,A2602929A,75.7,Australia,Private,Health care and social assistance
2001-12-01,A2602929A,76.2,Australia,Private,Health care and social assistance
2002-03-01,A2602929A,76.9,Australia,Private,Health care and social assistance
2002-06-01,A2602929A,77.3,Australia,Private,Health care and social assistance
2002-09-01,A2602929A,78.2,Australia,Private,Health care and social assistance
2002-12-01,A2602929A,78.8,Australia,Private,Health care and social assistance
2003-03-01,A2602929A,79.3,Australia,Private,Health care and social assistance
2003-06-01,A2602929A,79.7,Australia,Private,Health care and social assistance
2003-09-01,A2602929A,80.8,Australia,Private,Health care and social assistance
2003-12-01,A2602929A,82.1,Australia,Private,Health care and social assistance
2004-03-01,A2602929A,82.5,Australia,Private,Health care and social assistance
2004-06-01,A2602929A,82.9,Australia,Private,Health care and social assistance
2004-09-01,A2602929A,83.9,Australia,Private,Health care and social assistance
2004-12-01,A2602929A,85.0,Australia,Private,Health care and social assistance
2005-03-01,A2602929A,85.9,Australia,Private,Health care and social assistance
2005-06-01,A2602929A,86.5,Australia,Private,Health care and social assistance
2005-09-01,A2602929A,88.0,Australia,Private,Health care and social assistance
2005-12-01,A2602929A,89.1,Australia,Private,Health care and social assistance
2006-03-01,A2602929A,89.6,Australia,Private,Health care and social assistance
2006-06-01,A2602929A,90.8,Australia,Private,Health care and social assistance
2006-09-01,A2602929A,91.2,Australia,Private,Health care and social assistance
2006-12-01,A2602929A,92.3,Australia,Private,Health care and social assistance
2007-03-01,A2602929A,93.8,Australia,Private,Health care and social assistance
2007-06-01,A2602929A,94.4,Australia,Private,Health care and social assistance
2007-09-01,A2602929A,95.1,Australia,Private,Health care and social assistance
2007-12-01,A2602929A,96.5,Australia,Private,Health care and social assistance
2008-03-01,A2602929A,97.1,Australia,Private,Health care and social assistance
2008-06-01,A2602929A,97.6,Australia,Private,Health care and social assistance
2008-09-01,A2602929A,98.4,Australia,Private,Health care and social assistance
2008-12-01,A2602929A,100.0,Australia,Private,Health care and social assistance
2009-03-01,A2602929A,100.6,Australia,Private,Health care and social assistance
2009-06-01,A2602929A,101.0,Australia,Private,Health care and social assistance
2009-09-01,A2602929A,101.9,Australia,Private,Health care and social assistance
2009-12-01,A2602929A,102.7,Australia,Private,Health care and social assistance
2010-03-01,A2602929A,104.0,Australia,Private,Health care and social assistance
2010-06-01,A2602929A,104.5,Australia,Private,Health care and social assistance
2010-09-01,A2602929A,106.2,Australia,Private,Health care and social assistance
2010-12-01,A2602929A,106.9,Australia,Private,Health care and social assistance
2011-03-01,A2602929A,107.7,Australia,Private,Health care and social assistance
2011-06-01,A2602929A,108.3,Australia,Private,Health care and social assistance
2011-09-01,A2602929A,109.6,Australia,Private,Health care and social assistance
2011-12-01,A2602929A,110.1,Australia,Private,Health care and social assistance
2012-03-01,A2602929A,110.9,Australia,Private,Health care and social assistance
2012-06-01,A2602929A,111.6,Australia,Private,Health care and social assistance
2012-09-01,A2602929A,113.4,Australia,Private,Health care and social assistance
2012-12-01,A2602929A,114.1,Australia,Private,Health care and social assistance
2013-03-01,A2602929A,114.7,Australia,Private,Health care and social assistance
2013-06-01,A2602929A,115.2,Australia,Private,Health care and social assistance
2013-09-01,A2602929A,116.9,Australia,Private,Health care and social assistance
2013-12-01,A2602929A,117.5,Australia,Private,Health care and social assistance
2014-03-01,A2602929A,118.2,Australia,Private,Health care and social assistance
2014-06-01,A2602929A,118.6,Australia,Private,Health care and social assistance
2014-09-01,A2602929A,120.1,Australia,Private,Health care and social assistance
2014-12-01,A2602929A,120.7,Australia,Private,Health care and social assistance
2015-03-01,A2602929A,121.3,Australia,Private,Health care and social assistance
2015-06-01,A2602929A,121.6,Australia,Private,Health care and social assistance
2015-09-01,A2602929A,123.1,Australia,Private,Health care and social assistance
2015-12-01,A2602929A,123.5,Australia,Private,Health care and social assistance
2016-03-01,A2602929A,124.1,Australia,Private,Health care and social assistance
2016-06-01,A2602929A,124.6,Australia,Private,Health care and social assistance
2016-09-01,A2602929A,126.0,Australia,Private,Health care and social assistance
2016-12-01,A2602929A,126.5,Australia,Private,Health care and social assistance
2017-03-01,A2602929A,127.1,Australia,Private,Health care and social assistance
2017-06-01,A2602929A,127.5,Australia,Private,Health care and social assistance
2017-09-01,A2602929A,129.4,Australia,Private,Health care and social assistance
2017-12-01,A2602929A,129.8,Australia,Private,Health care and social assistance
2018-03-01,A2602929A,130.6,Australia,Private,Health care and social assistance
2018-06-01,A2602929A,131.0,Australia,Private,Health care and social assistance
2018-09-01,A2602929A,133.3,Australia,Private,Health care and social assistance
2018-12-01,A2602929A,133.7,Australia,Private,Health care and social assistance
2019-03-01,A2602929A,134.9,Australia,Private,Health care and social assistance
2019-06-01,A2602929A,135.2,Australia,Private,Health care and social assistance
2019-09-01,A2602929A,137.5,Australia,Private,Health care and social assistance
2019-12-01,A2602929A,138.0,Australia,Private,Health care and social assistance
2020-03-01,A2602929A,139.1,Australia,Private,Health care and social assistance
2020-06-01,A2602929A,139.1,Australia,Private,Health care and social assistance
2020-09-01,A2602929A,140.6,Australia,Private,Health care and social assistance
2020-12-01,A2602929A,140.8,Australia,Private,Health care and social assistance
2021-03-01,A2602929A,142.0,Australia,Private,Health care and social assistance
2021-06-01,A2602929A,142.3,Australia,Private,Health care and social assistance
2021-09-01,A2602929A,144.1,Australia,Private,Health care and social assistance
2021-12-01,A2602929A,144.6,Australia,Private,Health care and social assistance
2022-03-01,A2602929A,145.1,Australia,Private,Health care and social assistance
2022-06-01,A2602929A,145.5,Australia,Private,Health care and social assistance
2022-09-01,A2602929A,149.0,Australia,Private,Health care and social assistance
2022-12-01,A2602929A,149.8,Australia,Private,Health care and social assistance
2023-03-01,A2602929A,150.3,Australia,Private,Health care and social assistance
1997-09-01,A2602859F,70.3,Australia,Private,Arts and recreation services
1997-12-01,A2602859F,71.0,Australia,Private,Arts and recreation services
1998-03-01,A2602859F,71.2,Australia,Private,Arts and recreation services
1998-06-01,A2602859F,71.5,Australia,Private,Arts and recreation services
1998-09-01,A2602859F,72.0,Australia,Private,Arts and recreation services
1998-12-01,A2602859F,72.3,Australia,Private,Arts and recreation services
1999-03-01,A2602859F,72.5,Australia,Private,Arts and recreation services
1999-06-01,A2602859F,72.7,Australia,Private,Arts and recreation services
1999-09-01,A2602859F,73.0,Australia,Private,Arts and recreation services
1999-12-01,A2602859F,73.0,Australia,Private,Arts and recreation services
2000-03-01,A2602859F,73.5,Australia,Private,Arts and recreation services
2000-06-01,A2602859F,73.8,Australia,Private,Arts and recreation services
