Date,Series ID,CPI Value,Item,Location
2022-11-01,A128485865L,116.0,Housing,Australia
2022-12-01,A128485865L,117.2,Housing,Australia
2023-01-01,A128485865L,118.2,Housing,Australia
2023-02-01,A128485865L,118.5,Housing,Australia
2023-03-01,A128485865L,118.8,Housing,Australia
2023-04-01,A128485865L,119.2,Housing,Australia
2023-05-01,A128485865L,119.4,Housing,Australia
2023-06-01,A128485865L,119.7,Housing,Australia
2023-07-01,A128485865L,121.3,Housing,Australia
2023-08-01,A128485865L,121.4,Housing,Australia
2023-09-01,A128485865L,122.4,Housing,Australia
2023-10-01,A128485865L,122.9,Housing,Australia
2023-11-01,A128485865L,123.7,Housing,Australia
2017-09-01,A128473449C,100.0,Rents,Australia
2017-10-01,A128473449C,100.0,Rents,Australia
2017-11-01,A128473449C,100.2,Rents,Australia
2017-12-01,A128473449C,100.2,Rents,Australia
2018-01-01,A128473449C,100.2,Rents,Australia
2018-02-01,A128473449C,100.5,Rents,Australia
2018-03-01,A128473449C,100.5,Rents,Australia
2018-04-01,A128473449C,100.5,Rents,Australia
2018-05-01,A128473449C,100.5,Rents,Australia
2018-06-01,A128473449C,100.5,Rents,Australia
2018-07-01,A128473449C,100.5,Rents,Australia
2018-08-01,A128473449C,100.6,Rents,Australia
2018-09-01,A128473449C,100.6,Rents,Australia
2018-10-01,A128473449C,100.6,Rents,Australia
2018-11-01,A128473449C,100.8,Rents,Australia
2018-12-01,A128473449C,100.8,Rents,Australia
2019-01-01,A128473449C,100.8,Rents,Australia
2019-02-01,A128473449C,100.9,Rents,Australia
2019-03-01,A128473449C,100.9,Rents,Australia
2019-04-01,A128473449C,100.9,Rents,Australia
2019-05-01,A128473449C,100.9,Rents,Australia
2019-06-01,A128473449C,100.9,Rents,Australia
2019-07-01,A128473449C,100.9,Rents,Australia
2019-08-01,A128473449C,101.0,Rents,Australia
2019-09-01,A128473449C,101.0,Rents,Australia
2019-10-01,A128473449C,101.0,Rents,Australia
2019-11-01,A128473449C,101.0,Rents,Australia
2019-12-01,A128473449C,101.0,Rents,Australia
2020-01-01,A128473449C,101.0,Rents,Australia
2020-02-01,A128473449C,101.1,Rents,Australia
2020-03-01,A128473449C,101.1,Rents,Australia
2020-04-01,A128473449C,101.1,Rents,Australia
2020-05-01,A128473449C,99.7,Rents,Australia
2020-06-01,A128473449C,99.7,Rents,Australia
2020-07-01,A128473449C,99.7,Rents,Australia
2020-08-01,A128473449C,99.5,Rents,Australia
2020-09-01,A128473449C,99.5,Rents,Australia
2020-10-01,A128473449C,99.5,Rents,Australia
2020-11-01,A128473449C,99.6,Rents,Australia
2020-12-01,A128473449C,99.6,Rents,Australia
2021-01-01,A128473449C,99.6,Rents,Australia
2021-02-01,A128473449C,99.6,Rents,Australia
2021-03-01,A128473449C,99.6,Rents,Australia
2021-04-01,A128473449C,99.6,Rents,Australia
2021-05-01,A128473449C,99.7,Rents,Australia
2021-06-01,A128473449C,99.7,Rents,Australia
2021-07-01,A128473449C,99.7,Rents,Australia
2021-08-01,A128473449C,99.8,Rents,Australia
2021-09-01,A128473449C,99.8,Rents,Australia
2021-10-01,A128473449C,99.8,Rents,Australia
2021-11-01,A128473449C,99.9,Rents,Australia
2021-12-01,A128473449C,99.9,Rents,Australia
2022-01-01,A128473449C,99.9,Rents,Australia
2022-02-01,A128473449C,100.6,Rents,Australia
2022-03-01,A128473449C,100.6,Rents,Australia
2022-04-01,A128473449C,100.6,Rents,Australia
2022-05-01,A128473449C,101.2,Rents,Australia
2022-06-01,A128473449C,101.2,Rents,Australia
2022-07-01,A128473449C,101.7,Rents,Australia
2022-08-01,A128473449C,102.2,Rents,Australia
2022-09-01,A128473449C,102.7,Rents,Australia
2022-10-01,A128473449C,103.3,Rents,Australia
2022-11-01,A128473449C,103.5,Rents,Australia
2022-12-01,A128473449C,104.0,Rents,Australia
2023-01-01,A128473449C,104.7,Rents,Australia
2023-02-01,A128473449C,105.4,Rents,Australia
2023-03-01,A128473449C,105.9,Rents,Australia
2023-04-01,A128473449C,106.7,Rents,Australia
2023-05-01,A128473449C,107.6,Rents,Australia
2023-06-01,A128473449C,108.6,Rents,Australia
2023-07-01,A128473449C,109.4,Rents,Australia
2023-08-01,A128473449C,110.2,Rents,Australia
2023-09-01,A128473449C,110.5,Rents,Australia
2023-10-01,A128473449C,110.1,Rents,Australia
2023-11-01,A128473449C,110.9,Rents,Australia
2017-09-01,A128475405L,100.0,New dwelling purchase by owner-occupiers,Australia
2017-10-01,A128475405L,99.6,New dwelling purchase by owner-occupiers,Australia
2017-11-01,A128475405L,100.1,New dwelling purchase by owner-occupiers,Australia
2017-12-01,A128475405L,100.8,New dwelling purchase by owner-occupiers,Australia
2018-01-01,A128475405L,100.6,New dwelling purchase by owner-occupiers,Australia
2018-02-01,A128475405L,100.6,New dwelling purchase by owner-occupiers,Australia
2018-03-01,A128475405L,100.9,New dwelling purchase by owner-occupiers,Australia
2018-04-01,A128475405L,101.1,New dwelling purchase by owner-occupiers,Australia
2018-05-01,A128475405L,101.4,New dwelling purchase by owner-occupiers,Australia
2018-06-01,A128475405L,101.9,New dwelling purchase by owner-occupiers,Australia
2018-07-01,A128475405L,101.7,New dwelling purchase by owner-occupiers,Australia
2018-08-01,A128475405L,101.3,New dwelling purchase by owner-occupiers,Australia
2018-09-01,A128475405L,101.7,New dwelling purchase by owner-occupiers,Australia
2018-10-01,A128475405L,101.8,New dwelling purchase by owner-occupiers,Australia
2018-11-01,A128475405L,102.0,New dwelling purchase by owner-occupiers,Australia
2018-12-01,A128475405L,102.2,New dwelling purchase by owner-occupiers,Australia
2019-01-01,A128475405L,101.8,New dwelling purchase by owner-occupiers,Australia
2019-02-01,A128475405L,101.8,New dwelling purchase by owner-occupiers,Australia
2019-03-01,A128475405L,102.0,New dwelling purchase by owner-occupiers,Australia
2019-04-01,A128475405L,101.8,New dwelling purchase by owner-occupiers,Australia
2019-05-01,A128475405L,101.6,New dwelling purchase by owner-occupiers,Australia
2019-06-01,A128475405L,101.7,New dwelling purchase by owner-occupiers,Australia
2019-07-01,A128475405L,101.7,New dwelling purchase by owner-occupiers,Australia
2019-08-01,A128475405L,101.3,New dwelling purchase by owner-occupiers,Australia
2019-09-01,A128475405L,101.8,New dwelling purchase by owner-occupiers,Australia
2019-10-01,A128475405L,101.9,New dwelling purchase by owner-occupiers,Australia
2019-11-01,A128475405L,101.9,New dwelling purchase by owner-occupiers,Australia
2019-12-01,A128475405L,102.1,New dwelling purchase by owner-occupiers,Australia
2020-01-01,A128475405L,102.2,New dwelling purchase by owner-occupiers,Australia
2020-02-01,A128475405L,102.6,New dwelling purchase by owner-occupiers,Australia
2020-03-01,A128475405L,102.5,New dwelling purchase by owner-occupiers,Australia
2020-04-01,A128475405L,102.5,New dwelling purchase by owner-occupiers,Australia
2020-05-01,A128475405L,102.2,New dwelling purchase by owner-occupiers,Australia
2020-06-01,A128475405L,102.7,New dwelling purchase by owner-occupiers,Australia
2020-07-01,A128475405L,102.9,New dwelling purchase by owner-occupiers,Australia
2020-08-01,A128475405L,103.1,New dwelling purchase by owner-occupiers,Australia
2020-09-01,A128475405L,103.1,New dwelling purchase by owner-occupiers,Australia
2020-10-01,A128475405L,103.3,New dwelling purchase by owner-occupiers,Australia
2020-11-01,A128475405L,103.7,New dwelling purchase by owner-occupiers,Australia
2020-12-01,A128475405L,103.7,New dwelling purchase by owner-occupiers,Australia
2021-01-01,A128475405L,104.5,New dwelling purchase by owner-occupiers,Australia
2021-02-01,A128475405L,103.5,New dwelling purchase by owner-occupiers,Australia
2021-03-01,A128475405L,103.4,New dwelling purchase by owner-occupiers,Australia
2021-04-01,A128475405L,102.5,New dwelling purchase by owner-occupiers,Australia
2021-05-01,A128475405L,103.8,New dwelling purchase by owner-occupiers,Australia
2021-06-01,A128475405L,104.6,New dwelling purchase by owner-occupiers,Australia
2021-07-01,A128475405L,105.1,New dwelling purchase by owner-occupiers,Australia
2021-08-01,A128475405L,107.3,New dwelling purchase by owner-occupiers,Australia
2021-09-01,A128475405L,108.3,New dwelling purchase by owner-occupiers,Australia
2021-10-01,A128475405L,108.5,New dwelling purchase by owner-occupiers,Australia
2021-11-01,A128475405L,110.9,New dwelling purchase by owner-occupiers,Australia
2021-12-01,A128475405L,113.7,New dwelling purchase by owner-occupiers,Australia
2022-01-01,A128475405L,115.5,New dwelling purchase by owner-occupiers,Australia
2022-02-01,A128475405L,117.4,New dwelling purchase by owner-occupiers,Australia
2022-03-01,A128475405L,119.7,New dwelling purchase by owner-occupiers,Australia
2022-04-01,A128475405L,122.3,New dwelling purchase by owner-occupiers,Australia
2022-05-01,A128475405L,123.9,New dwelling purchase by owner-occupiers,Australia
2022-06-01,A128475405L,126.2,New dwelling purchase by owner-occupiers,Australia
2022-07-01,A128475405L,127.9,New dwelling purchase by owner-occupiers,Australia
2022-08-01,A128475405L,129.3,New dwelling purchase by owner-occupiers,Australia
2022-09-01,A128475405L,130.0,New dwelling purchase by owner-occupiers,Australia
2022-10-01,A128475405L,130.6,New dwelling purchase by owner-occupiers,Australia
2022-11-01,A128475405L,130.7,New dwelling purchase by owner-occupiers,Australia
2022-12-01,A128475405L,131.9,New dwelling purchase by owner-occupiers,Australia
2023-01-01,A128475405L,132.5,New dwelling purchase by owner-occupiers,Australia
2023-02-01,A128475405L,132.7,New dwelling purchase by owner-occupiers,Australia
2023-03-01,A128475405L,133.0,New dwelling purchase by owner-occupiers,Australia
2023-04-01,A128475405L,133.6,New dwelling purchase by owner-occupiers,Australia
2023-05-01,A128475405L,134.2,New dwelling purchase by owner-occupiers,Australia
2023-06-01,A128475405L,134.5,New dwelling purchase by owner-occupiers,Australia
2023-07-01,A128475405L,135.4,New dwelling purchase by owner-occupiers,Australia
2023-08-01,A128475405L,135.5,New dwelling purchase by owner-occupiers,Australia
2023-09-01,A128475405L,136.4,New dwelling purchase by owner-occupiers,Australia
2023-10-01,A128475405L,136.7,New dwelling purchase by owner-occupiers,Australia
2023-11-01,A128475405L,137.9,New dwelling purchase by owner-occupiers,Australia
2017-09-01,A128474303F,100.0,Electricity,Australia
2017-10-01,A128474303F,100.0,Electricity,Australia
2017-11-01,A128474303F,100.0,Electricity,Australia
2017-12-01,A128474303F,100.9,Electricity,Australia
2018-01-01,A128474303F,100.9,Electricity,Australia
2018-02-01,A128474303F,100.9,Electricity,Australia
2018-03-01,A128474303F,102.7,Electricity,Australia
2018-04-01,A128474303F,102.7,Electricity,Australia
2018-05-01,A128474303F,102.7,Electricity,Australia
2018-06-01,A128474303F,101.4,Electricity,Australia
2018-07-01,A128474303F,101.4,Electricity,Australia
2018-08-01,A128474303F,101.4,Electricity,Australia
2018-09-01,A128474303F,101.9,Electricity,Australia
2018-10-01,A128474303F,101.9,Electricity,Australia
2018-11-01,A128474303F,101.9,Electricity,Australia
2018-12-01,A128474303F,102.7,Electricity,Australia
2019-01-01,A128474303F,102.7,Electricity,Australia
2019-02-01,A128474303F,102.7,Electricity,Australia
2019-03-01,A128474303F,102.1,Electricity,Australia
2019-04-01,A128474303F,102.1,Electricity,Australia
2019-05-01,A128474303F,102.1,Electricity,Australia
2019-06-01,A128474303F,100.4,Electricity,Australia
2019-07-01,A128474303F,100.4,Electricity,Australia
2019-08-01,A128474303F,100.4,Electricity,Australia
2019-09-01,A128474303F,99.7,Electricity,Australia
2019-10-01,A128474303F,99.7,Electricity,Australia
2019-11-01,A128474303F,99.7,Electricity,Australia
2019-12-01,A128474303F,99.1,Electricity,Australia
2020-01-01,A128474303F,99.1,Electricity,Australia
2020-02-01,A128474303F,99.1,Electricity,Australia
2020-03-01,A128474303F,100.4,Electricity,Australia
2020-04-01,A128474303F,100.4,Electricity,Australia
2020-05-01,A128474303F,100.4,Electricity,Australia
2020-06-01,A128474303F,97.9,Electricity,Australia
2020-07-01,A128474303F,97.9,Electricity,Australia
2020-08-01,A128474303F,97.9,Electricity,Australia
2020-09-01,A128474303F,97.2,Electricity,Australia
2020-10-01,A128474303F,97.2,Electricity,Australia
2020-11-01,A128474303F,97.2,Electricity,Australia
2020-12-01,A128474303F,89.7,Electricity,Australia
2021-01-01,A128474303F,89.7,Electricity,Australia
2021-02-01,A128474303F,89.7,Electricity,Australia
2021-03-01,A128474303F,89.0,Electricity,Australia
2021-04-01,A128474303F,89.0,Electricity,Australia
2021-05-01,A128474303F,89.0,Electricity,Australia
2021-06-01,A128474303F,92.1,Electricity,Australia
2021-07-01,A128474303F,92.1,Electricity,Australia
2021-08-01,A128474303F,92.1,Electricity,Australia
2021-09-01,A128474303F,92.3,Electricity,Australia
2021-10-01,A128474303F,91.9,Electricity,Australia
2021-11-01,A128474303F,92.8,Electricity,Australia
2021-12-01,A128474303F,93.1,Electricity,Australia
2022-01-01,A128474303F,93.0,Electricity,Australia
2022-02-01,A128474303F,92.7,Electricity,Australia
2022-03-01,A128474303F,92.6,Electricity,Australia
2022-04-01,A128474303F,92.1,Electricity,Australia
2022-05-01,A128474303F,92.3,Electricity,Australia
2022-06-01,A128474303F,94.7,Electricity,Australia
2022-07-01,A128474303F,95.7,Electricity,Australia
2022-08-01,A128474303F,97.0,Electricity,Australia
2022-09-01,A128474303F,92.8,Electricity,Australia
2022-10-01,A128474303F,102.8,Electricity,Australia
2022-11-01,A128474303F,102.6,Electricity,Australia
2022-12-01,A128474303F,106.7,Electricity,Australia
2023-01-01,A128474303F,107.2,Electricity,Australia
2023-02-01,A128474303F,107.2,Electricity,Australia
2023-03-01,A128474303F,107.1,Electricity,Australia
2023-04-01,A128474303F,106.1,Electricity,Australia
2023-05-01,A128474303F,105.3,Electricity,Australia
2023-06-01,A128474303F,104.4,Electricity,Australia
2023-07-01,A128474303F,110.7,Electricity,Australia
2023-08-01,A128474303F,109.3,Electricity,Australia
2023-09-01,A128474303F,109.5,Electricity,Australia
2023-10-01,A128474303F,113.2,Electricity,Australia
2023-11-01,A128474303F,113.6,Electricity,Australia
2017-09-01,A128476849V,100.0,Gas and other household fuels,Australia
2017-10-01,A128476849V,100.0,Gas and other household fuels,Australia
2017-11-01,A128476849V,100.0,Gas and other household fuels,Australia
2017-12-01,A128476849V,98.3,Gas and other household fuels,Australia
2018-01-01,A128476849V,98.3,Gas and other household fuels,Australia
2018-02-01,A128476849V,98.3,Gas and other household fuels,Australia
2018-03-01,A128476849V,104.2,Gas and other household fuels,Australia
2018-04-01,A128476849V,104.2,Gas and other household fuels,Australia
2018-05-01,A128476849V,104.2,Gas and other household fuels,Australia
2018-06-01,A128476849V,101.9,Gas and other household fuels,Australia
2018-07-01,A128476849V,101.9,Gas and other household fuels,Australia
2018-08-01,A128476849V,101.9,Gas and other household fuels,Australia
2018-09-01,A128476849V,103.0,Gas and other household fuels,Australia
2018-10-01,A128476849V,103.0,Gas and other household fuels,Australia
2018-11-01,A128476849V,103.0,Gas and other household fuels,Australia
2018-12-01,A128476849V,101.5,Gas and other household fuels,Australia
2019-01-01,A128476849V,101.5,Gas and other household fuels,Australia
2019-02-01,A128476849V,101.5,Gas and other household fuels,Australia
2019-03-01,A128476849V,102.4,Gas and other household fuels,Australia
2019-04-01,A128476849V,102.4,Gas and other household fuels,Australia
2019-05-01,A128476849V,102.4,Gas and other household fuels,Australia
2019-06-01,A128476849V,101.9,Gas and other household fuels,Australia
2019-07-01,A128476849V,101.9,Gas and other household fuels,Australia
2019-08-01,A128476849V,101.9,Gas and other household fuels,Australia
2019-09-01,A128476849V,104.9,Gas and other household fuels,Australia
2019-10-01,A128476849V,104.9,Gas and other household fuels,Australia
2019-11-01,A128476849V,104.9,Gas and other household fuels,Australia
2019-12-01,A128476849V,102.9,Gas and other household fuels,Australia
2020-01-01,A128476849V,102.9,Gas and other household fuels,Australia
2020-02-01,A128476849V,102.9,Gas and other household fuels,Australia
2020-03-01,A128476849V,103.3,Gas and other household fuels,Australia
2020-04-01,A128476849V,103.3,Gas and other household fuels,Australia
2020-05-01,A128476849V,103.3,Gas and other household fuels,Australia
2020-06-01,A128476849V,102.4,Gas and other household fuels,Australia
2020-07-01,A128476849V,102.4,Gas and other household fuels,Australia
2020-08-01,A128476849V,102.4,Gas and other household fuels,Australia
2020-09-01,A128476849V,101.7,Gas and other household fuels,Australia
2020-10-01,A128476849V,101.7,Gas and other household fuels,Australia
2020-11-01,A128476849V,101.7,Gas and other household fuels,Australia
2020-12-01,A128476849V,100.2,Gas and other household fuels,Australia
2021-01-01,A128476849V,100.2,Gas and other household fuels,Australia
2021-02-01,A128476849V,100.2,Gas and other household fuels,Australia
2021-03-01,A128476849V,101.8,Gas and other household fuels,Australia
2021-04-01,A128476849V,101.8,Gas and other household fuels,Australia
2021-05-01,A128476849V,101.8,Gas and other household fuels,Australia
2021-06-01,A128476849V,101.5,Gas and other household fuels,Australia
2021-07-01,A128476849V,101.5,Gas and other household fuels,Australia
2021-08-01,A128476849V,101.5,Gas and other household fuels,Australia
2021-09-01,A128476849V,102.7,Gas and other household fuels,Australia
2021-10-01,A128476849V,100.2,Gas and other household fuels,Australia
2021-11-01,A128476849V,102.6,Gas and other household fuels,Australia
2021-12-01,A128476849V,104.9,Gas and other household fuels,Australia
2022-01-01,A128476849V,105.9,Gas and other household fuels,Australia
2022-02-01,A128476849V,107.9,Gas and other household fuels,Australia
2022-03-01,A128476849V,108.0,Gas and other household fuels,Australia
2022-04-01,A128476849V,107.8,Gas and other household fuels,Australia
2022-05-01,A128476849V,104.8,Gas and other household fuels,Australia
2022-06-01,A128476849V,108.3,Gas and other household fuels,Australia
2022-07-01,A128476849V,118.9,Gas and other household fuels,Australia
2022-08-01,A128476849V,120.4,Gas and other household fuels,Australia
2022-09-01,A128476849V,120.8,Gas and other household fuels,Australia
2022-10-01,A128476849V,117.4,Gas and other household fuels,Australia
2022-11-01,A128476849V,120.2,Gas and other household fuels,Australia
2022-12-01,A128476849V,124.5,Gas and other household fuels,Australia
2023-01-01,A128476849V,134.6,Gas and other household fuels,Australia
2023-02-01,A128476849V,135.8,Gas and other household fuels,Australia
2023-03-01,A128476849V,136.2,Gas and other household fuels,Australia
2023-04-01,A128476849V,136.2,Gas and other household fuels,Australia
2023-05-01,A128476849V,133.3,Gas and other household fuels,Australia
2023-06-01,A128476849V,132.3,Gas and other household fuels,Australia
2023-07-01,A128476849V,135.4,Gas and other household fuels,Australia
2023-08-01,A128476849V,135.9,Gas and other household fuels,Australia
2023-09-01,A128476849V,136.1,Gas and other household fuels,Australia
2023-10-01,A128476849V,132.7,Gas and other household fuels,Australia
2023-11-01,A128476849V,135.7,Gas and other household fuels,Australia
2017-09-01,A128485881L,100.0,"Furnishings, household equipment and services",Australia
2017-10-01,A128485881L,98.9,"Furnishings, household equipment and services",Australia
2017-11-01,A128485881L,99.1,"Furnishings, household equipment and services",Australia
2017-12-01,A128485881L,99.4,"Furnishings, household equipment and services",Australia
2018-01-01,A128485881L,98.7,"Furnishings, household equipment and services",Australia
2018-02-01,A128485881L,98.5,"Furnishings, household equipment and services",Australia
2018-03-01,A128485881L,99.0,"Furnishings, household equipment and services",Australia
2018-04-01,A128485881L,99.2,"Furnishings, household equipment and services",Australia
2018-05-01,A128485881L,99.2,"Furnishings, household equipment and services",Australia
2018-06-01,A128485881L,99.3,"Furnishings, household equipment and services",Australia
2018-07-01,A128485881L,99.8,"Furnishings, household equipment and services",Australia
2018-08-01,A128485881L,99.9,"Furnishings, household equipment and services",Australia
2018-09-01,A128485881L,98.1,"Furnishings, household equipment and services",Australia
2018-10-01,A128485881L,98.2,"Furnishings, household equipment and services",Australia
2018-11-01,A128485881L,98.5,"Furnishings, household equipment and services",Australia
2018-12-01,A128485881L,98.7,"Furnishings, household equipment and services",Australia
2019-01-01,A128485881L,97.9,"Furnishings, household equipment and services",Australia
2019-02-01,A128485881L,98.2,"Furnishings, household equipment and services",Australia
2019-03-01,A128485881L,98.4,"Furnishings, household equipment and services",Australia
2019-04-01,A128485881L,99.2,"Furnishings, household equipment and services",Australia
2019-05-01,A128485881L,99.0,"Furnishings, household equipment and services",Australia
2019-06-01,A128485881L,98.9,"Furnishings, household equipment and services",Australia
2019-07-01,A128485881L,99.8,"Furnishings, household equipment and services",Australia
2019-08-01,A128485881L,99.7,"Furnishings, household equipment and services",Australia
2019-09-01,A128485881L,99.9,"Furnishings, household equipment and services",Australia
2019-10-01,A128485881L,99.4,"Furnishings, household equipment and services",Australia
2019-11-01,A128485881L,99.9,"Furnishings, household equipment and services",Australia
2019-12-01,A128485881L,100.0,"Furnishings, household equipment and services",Australia
2020-01-01,A128485881L,99.7,"Furnishings, household equipment and services",Australia
2020-02-01,A128485881L,99.9,"Furnishings, household equipment and services",Australia
2020-03-01,A128485881L,101.8,"Furnishings, household equipment and services",Australia
2020-04-01,A128485881L,90.6,"Furnishings, household equipment and services",Australia
2020-05-01,A128485881L,88.6,"Furnishings, household equipment and services",Australia
2020-06-01,A128485881L,87.6,"Furnishings, household equipment and services",Australia
2020-07-01,A128485881L,100.4,"Furnishings, household equipment and services",Australia
2020-08-01,A128485881L,100.1,"Furnishings, household equipment and services",Australia
2020-09-01,A128485881L,100.0,"Furnishings, household equipment and services",Australia
2020-10-01,A128485881L,103.6,"Furnishings, household equipment and services",Australia
2020-11-01,A128485881L,103.7,"Furnishings, household equipment and services",Australia
2020-12-01,A128485881L,103.8,"Furnishings, household equipment and services",Australia
2021-01-01,A128485881L,102.9,"Furnishings, household equipment and services",Australia
2021-02-01,A128485881L,103.3,"Furnishings, household equipment and services",Australia
2021-03-01,A128485881L,103.7,"Furnishings, household equipment and services",Australia
2021-04-01,A128485881L,104.5,"Furnishings, household equipment and services",Australia
2021-05-01,A128485881L,104.5,"Furnishings, household equipment and services",Australia
2021-06-01,A128485881L,104.6,"Furnishings, household equipment and services",Australia
2021-07-01,A128485881L,105.7,"Furnishings, household equipment and services",Australia
2021-08-01,A128485881L,106.0,"Furnishings, household equipment and services",Australia
2021-09-01,A128485881L,106.5,"Furnishings, household equipment and services",Australia
2021-10-01,A128485881L,106.6,"Furnishings, household equipment and services",Australia
2021-11-01,A128485881L,107.1,"Furnishings, household equipment and services",Australia
2021-12-01,A128485881L,107.7,"Furnishings, household equipment and services",Australia
2022-01-01,A128485881L,107.7,"Furnishings, household equipment and services",Australia
2022-02-01,A128485881L,108.6,"Furnishings, household equipment and services",Australia
2022-03-01,A128485881L,108.3,"Furnishings, household equipment and services",Australia
2022-04-01,A128485881L,110.8,"Furnishings, household equipment and services",Australia
2022-05-01,A128485881L,111.5,"Furnishings, household equipment and services",Australia
2022-06-01,A128485881L,111.3,"Furnishings, household equipment and services",Australia
2022-07-01,A128485881L,113.6,"Furnishings, household equipment and services",Australia
2022-08-01,A128485881L,114.3,"Furnishings, household equipment and services",Australia
2022-09-01,A128485881L,114.7,"Furnishings, household equipment and services",Australia
2022-10-01,A128485881L,114.9,"Furnishings, household equipment and services",Australia
2022-11-01,A128485881L,116.1,"Furnishings, household equipment and services",Australia
2022-12-01,A128485881L,116.9,"Furnishings, household equipment and services",Australia
2023-01-01,A128485881L,115.0,"Furnishings, household equipment and services",Australia
2023-02-01,A128485881L,115.8,"Furnishings, household equipment and services",Australia
2023-03-01,A128485881L,116.1,"Furnishings, household equipment and services",Australia
2023-04-01,A128485881L,117.8,"Furnishings, household equipment and services",Australia
2023-05-01,A128485881L,118.2,"Furnishings, household equipment and services",Australia
2023-06-01,A128485881L,118.3,"Furnishings, household equipment and services",Australia
2023-07-01,A128485881L,118.5,"Furnishings, household equipment and services",Australia
2023-08-01,A128485881L,118.9,"Furnishings, household equipment and services",Australia
2023-09-01,A128485881L,117.3,"Furnishings, household equipment and services",Australia
2023-10-01,A128485881L,115.4,"Furnishings, household equipment and services",Australia
2023-11-01,A128485881L,115.7,"Furnishings, household equipment and services",Australia
2017-09-01,A128473315W,100.0,Health,Australia
2017-10-01,A128473315W,100.0,Health,Australia
2017-11-01,A128473315W,100.0,Health,Australia
2017-12-01,A128473315W,99.5,Health,Australia
2018-01-01,A128473315W,99.5,Health,Australia
2018-02-01,A128473315W,99.5,Health,Australia
2018-03-01,A128473315W,101.6,Health,Australia
2018-04-01,A128473315W,104.1,Health,Australia
2018-05-01,A128473315W,104.1,Health,Australia
2018-06-01,A128473315W,103.6,Health,Australia
2018-07-01,A128473315W,103.6,Health,Australia
2018-08-01,A128473315W,103.6,Health,Australia
2018-09-01,A128473315W,103.1,Health,Australia
2018-10-01,A128473315W,103.1,Health,Australia
2018-11-01,A128473315W,103.1,Health,Australia
2018-12-01,A128473315W,102.8,Health,Australia
2019-01-01,A128473315W,102.8,Health,Australia
2019-02-01,A128473315W,102.8,Health,Australia
2019-03-01,A128473315W,104.7,Health,Australia
2019-04-01,A128473315W,107.0,Health,Australia
2019-05-01,A128473315W,107.0,Health,Australia
2019-06-01,A128473315W,106.6,Health,Australia
2019-07-01,A128473315W,106.6,Health,Australia
2019-08-01,A128473315W,106.6,Health,Australia
2019-09-01,A128473315W,106.4,Health,Australia
2019-10-01,A128473315W,106.4,Health,Australia
2019-11-01,A128473315W,106.4,Health,Australia
2019-12-01,A128473315W,106.1,Health,Australia
2020-01-01,A128473315W,106.1,Health,Australia
2020-02-01,A128473315W,106.1,Health,Australia
2020-03-01,A128473315W,107.9,Health,Australia
2020-04-01,A128473315W,108.3,Health,Australia
2020-05-01,A128473315W,108.3,Health,Australia
2020-06-01,A128473315W,107.7,Health,Australia
2020-07-01,A128473315W,107.7,Health,Australia
2020-08-01,A128473315W,107.7,Health,Australia
2020-09-01,A128473315W,107.4,Health,Australia
2020-10-01,A128473315W,109.4,Health,Australia
2020-11-01,A128473315W,109.4,Health,Australia
2020-12-01,A128473315W,108.9,Health,Australia
2021-01-01,A128473315W,108.9,Health,Australia
2021-02-01,A128473315W,108.9,Health,Australia
2021-03-01,A128473315W,111.1,Health,Australia
2021-04-01,A128473315W,113.4,Health,Australia
2021-05-01,A128473315W,113.4,Health,Australia
2021-06-01,A128473315W,112.8,Health,Australia
2021-07-01,A128473315W,112.8,Health,Australia
2021-08-01,A128473315W,112.8,Health,Australia
2021-09-01,A128473315W,112.7,Health,Australia
2021-10-01,A128473315W,112.9,Health,Australia
2021-11-01,A128473315W,112.9,Health,Australia
2021-12-01,A128473315W,112.5,Health,Australia
2022-01-01,A128473315W,112.5,Health,Australia
2022-02-01,A128473315W,112.5,Health,Australia
2022-03-01,A128473315W,115.0,Health,Australia
2022-04-01,A128473315W,115.8,Health,Australia
2022-05-01,A128473315W,115.8,Health,Australia
2022-06-01,A128473315W,115.5,Health,Australia
2022-07-01,A128473315W,115.5,Health,Australia
2022-08-01,A128473315W,115.5,Health,Australia
2022-09-01,A128473315W,115.8,Health,Australia
2022-10-01,A128473315W,115.8,Health,Australia
2022-11-01,A128473315W,117.0,Health,Australia
2022-12-01,A128473315W,117.2,Health,Australia
2023-01-01,A128473315W,118.1,Health,Australia
2023-02-01,A128473315W,118.1,Health,Australia
2023-03-01,A128473315W,121.2,Health,Australia
2023-04-01,A128473315W,121.3,Health,Australia
2023-05-01,A128473315W,121.3,Health,Australia
2023-06-01,A128473315W,121.5,Health,Australia
2023-07-01,A128473315W,121.5,Health,Australia
2023-08-01,A128473315W,121.5,Health,Australia
2023-09-01,A128473315W,122.1,Health,Australia
2023-10-01,A128473315W,123.1,Health,Australia
2023-11-01,A128473315W,123.1,Health,Australia
2017-09-01,A128482435J,100.0,Transport,Australia
2017-10-01,A128482435J,101.1,Transport,Australia
2017-11-01,A128482435J,102.3,Transport,Australia
2017-12-01,A128482435J,102.8,Transport,Australia
2018-01-01,A128482435J,102.4,Transport,Australia
2018-02-01,A128482435J,102.7,Transport,Australia
2018-03-01,A128482435J,102.9,Transport,Australia
2018-04-01,A128482435J,104.4,Transport,Australia
2018-05-01,A128482435J,105.7,Transport,Australia
