country_code,country_name,frequency,methodology,measure,unit_measure,expenditure,adjustment,transform,period,value,base_period,series_key
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2015-01,6.955582,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2015-02,6.290439,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2015-03,6.384125,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2015-04,6.789403,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2015-05,7.14606,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2015-06,7.25828,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2015-07,7.262273,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2015-08,7.175559,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2015-09,6.831153,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2015-10,6.248908,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2015-11,4.890649,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2015-12,3.352941,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2016-01,4.13613,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2016-02,4.421711,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2016-03,4.448008,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2016-04,3.599361,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2016-05,3.330544,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2016-06,3.454303,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2016-07,3.207983,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2016-08,2.793067,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2016-09,3.073888,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2016-10,3.306737,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2016-11,3.579051,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2016-12,3.024636,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2017-01,3.49458,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2017-02,3.829649,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2017-03,3.612121,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2017-04,4.172417,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2017-05,4.332685,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2017-06,4.368815,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2017-07,3.87535,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2017-08,3.820027,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2017-09,3.723786,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2017-10,3.583088,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2017-11,3.304803,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2017-12,3.606661,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2018-01,3.251524,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2018-02,3.181535,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2018-03,3.400406,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2018-04,3.413076,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2018-05,3.229062,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2018-06,3.122109,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2018-07,3.184615,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2018-08,3.202217,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2018-09,2.882841,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2018-10,3.159351,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2018-11,3.229766,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2018-12,3.130713,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2019-01,2.823618,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2019-02,2.569528,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2019-03,2.481521,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2019-04,2.833246,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2019-05,3.316039,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2019-06,3.281752,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2019-07,3.31743,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2019-08,3.490714,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2019-09,3.392364,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2019-10,3.129657,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2019-11,3.002378,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2019-12,2.718074,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2020-01,2.67982,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2020-02,3.048686,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2020-03,3.03331,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2020-04,2.658682,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2020-05,2.031936,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2020-06,1.654513,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2020-07,1.233008,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2020-08,1.068097,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2020-09,1.297351,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2020-10,1.343007,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2020-11,1.476478,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2020-12,1.585318,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2021-01,1.552765,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2021-02,1.37641,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2021-03,1.365546,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2021-04,1.421756,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2021-05,1.678268,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2021-06,1.332572,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2021-07,1.515007,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2021-08,1.591992,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2021-09,1.602289,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2021-10,1.658406,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2021-11,1.748883,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2021-12,1.873581,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2022-01,2.180274,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2022-02,2.05544,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2022-03,2.637777,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2022-04,3.471634,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2022-05,3.554347,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2022-06,4.349051,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2022-07,4.937113,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2022-08,4.691752,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2022-09,5.951375,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2022-10,5.709732,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2022-11,5.418029,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2022-12,5.508081,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2023-01,5.283576,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2023-02,5.469327,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2023-03,4.96558,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2023-04,4.32806,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2023-05,4.002898,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2023-06,3.519669,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2023-07,3.076923,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2023-08,3.271489,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2023-09,2.276956,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2023-10,2.563193,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2023-11,2.862206,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2023-12,2.614667,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2024-02,2.75,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2024-03,3.05,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2024-04,3.0,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2024-05,2.84,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2024-06,2.51,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2024-07,2.13,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2024-08,2.12,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2024-09,1.84,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2024-10,1.71,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2024-11,1.55,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2024-12,1.57,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2025-01,0.76,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2025-02,-0.09,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2025-03,1.03,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2025-04,1.95,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2025-05,1.6,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2025-06,1.87,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2025-07,2.37,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2025-08,2.31,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2025-09,2.65,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2025-10,2.86,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2025-11,2.72,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2025-12,2.92,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2026-01,3.55,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2026-02,4.76,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2026-03,3.48,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2026-04,2.42,,IDN.M.N.CPI.PA._T.N.GY
IDN,Indonesia,M,N,CPI,PA,_T,N,GY,2026-05,3.08,,IDN.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2015-01,7.172996,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2015-02,6.302521,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2015-03,6.276151,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2015-04,5.785124,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2015-05,5.737705,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2015-06,6.097561,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2015-07,4.365079,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2015-08,4.347826,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2015-09,5.13834,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2015-10,6.324111,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2015-11,6.719368,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2015-12,6.324111,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2016-01,5.905512,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2016-02,5.533597,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2016-03,5.511811,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2016-04,5.859375,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2016-05,6.589147,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2016-06,6.130268,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2016-07,6.463878,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2016-08,5.30303,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2016-09,4.135338,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2016-10,3.345725,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2016-11,2.592592,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2016-12,2.230483,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2017-01,1.858736,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2017-02,2.621723,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2017-03,2.61194,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2017-04,2.214022,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2017-05,1.090909,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2017-06,1.083032,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2017-07,1.785714,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2017-08,2.517986,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2017-09,2.888087,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2017-10,3.23741,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2017-11,3.971119,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2017-12,4.0,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2018-01,5.109489,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2018-02,4.744525,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2018-03,4.363636,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2018-04,3.971119,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2018-05,3.956835,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2018-06,3.928571,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2018-07,5.614035,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2018-08,5.614035,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2018-09,5.614035,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2018-10,5.226481,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2018-11,4.861111,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2018-12,5.244755,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2019-01,6.597222,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2019-02,6.968641,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2019-03,7.665505,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2019-04,8.333333,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2019-05,8.650519,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2019-06,8.591065,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2019-07,5.980066,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2019-08,6.312293,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2019-09,6.976744,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2019-10,7.615894,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2019-11,8.609271,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2019-12,9.634551,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2020-01,7.491857,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2020-02,6.840391,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2020-03,5.501618,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2020-04,5.448718,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2020-05,5.095541,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2020-06,5.063291,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2020-07,5.329154,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2020-08,5.625,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2020-09,5.636574,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2020-10,5.902163,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2020-11,5.284787,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2020-12,3.686636,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2021-01,3.162966,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2021-02,4.494493,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2021-03,5.665658,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2021-04,5.13986,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2021-05,5.257646,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2021-06,5.577841,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2021-07,5.26388,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2021-08,4.811442,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2021-09,4.403048,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2021-10,4.518828,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2021-11,4.837365,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2021-12,5.555555,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2022-01,5.837564,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2022-02,5.042017,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2022-03,5.351171,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2022-04,6.32806,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2022-05,6.965174,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2022-06,6.162695,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2022-07,5.781759,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2022-08,5.853659,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2022-09,6.48824,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2022-10,6.084868,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2022-11,5.409706,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2022-12,5.502392,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2023-01,6.155076,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2023-02,6.16,,IND.M.N.CPI.PA._T.N.GY
IND,India,M,N,CPI,PA,_T,N,GY,2023-03,5.793651,,IND.M.N.CPI.PA._T.N.GY
